source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
FGF1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,P54760
FGF10,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,P54760
VEGFB,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,P54760
EFNA1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,P54760
EFNA2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,P54760
EFNA5,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,P52803,P54760
EFNB3,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,5,12,False,8,,,,protein,protein,False,False,10,4,12,ligand,receptor,False,False,True,True,False,True,Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:8755474;LRdb:11114742;Ramilowski2015:8755474;connectomeDB2020:8755474;talklr:8755474,11114742;15114347;8755474;9330863,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15768,P54760
EFNA4,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,P54760
EFNB2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,12,True,18,,,,protein,protein,False,True,14,8,22,ligand,receptor,False,False,True,True,False,True,Baccin2019:12051776;Baccin2019:7534404;Baccin2019:9718367;CellChatDB:15114347;CellPhoneDB:15114347;CellTalkDB:15114347;HPMR:7534404;HPRD:12051776;HPRD:9718367;LRdb:11114742;SignaLink3:12051776;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9576626;SignaLink3:9718367;connectomeDB2020:12051776;connectomeDB2020:7534404;connectomeDB2020:9718367,11114742;12051776;15114347;18988627;23331499;7534404;9576626;9718367,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P52799,P54760
ANGPT2,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P54760
ANGPT1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P54760
PDGFD,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,P54760
BDNF,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P54760
NTF3,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,P54760
EFNB1,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,12,True,6,,,,protein,protein,False,True,12,3,17,ligand,receptor,False,False,True,True,False,True,Baccin2019:9330863;CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:9330863,11114742;15114347;9330863,generic,generic,False,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P98172,P54760
VEGFA,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,P54760
VEGFC,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,P54760
PGF,EPHB4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P54760
FGF3,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,14,True,1,iTALK;HGNC;ICELLNET;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,Q12866
IGF1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,Q12866
IGF2,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,Q12866
EGF,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,Q12866
TGFA,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01135,Q12866
CSF1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,Q12866
HGF,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,Q12866
PDGFC,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9NRA1,Q12866
PDGFA,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,Q12866
PDGFB,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,Q12866
FGF1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05230,Q12866
FGF10,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15520,Q12866
VEGFB,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49765,Q12866
EFNA1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20827,Q12866
EFNA2,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,O43921,Q12866
EFNA5,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,False,False,SIGNOR,True,False,post_translational,P52803,Q12866
EFNA4,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,True,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P52798,Q12866
ANGPT2,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,Q12866
ANGPT1,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,Q12866
GAS6,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,14,,,,protein,protein,False,True,18,5,28,ligand,receptor,False,False,False,True,False,True,CellChatDB:27801848;CellTalkDB:9160883;Guide2Pharma:8939948;HPMR:9160883;HPRD:8939948;ICELLNET:9160883;InnateDB:9160883;LRdb:894;LRdb:9160883;SIGNOR:8939948;SignaLink3:23331499;SignaLink3:8939948;connectomeDB2020:8939948;connectomeDB2020:9160883,23331499;27801848;8939948;894;9160883,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q14393,Q12866
PDGFD,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZP0,Q12866
BDNF,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,Q12866
NTF3,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P20783,Q12866
VEGFA,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15692,Q12866
VEGFC,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49767,Q12866
PGF,MERTK,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,Q12866
FGF3,EPHA7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,13,True,1,Matrisome;CellPhoneDB;GO_Intercell;DGIdb;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P11487,Q15375
IGF1,EPHA7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;SignaLink_function;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,Q15375
WNT5A,EPHA7,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,14,13,False,1,iTALK;HPMR;Ramilowski2015;LRdb;OmniPath,,,protein,protein,False,False,2,1,3,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32103204,32103204,generic,generic,True,False,CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB,True,False,post_translational,P41221,Q15375
IGF2,EPHA7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,13,True,1,Matrisome;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;Ramilowski2015;Kirouac2010;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01344,Q15375
EGF,EPHA7,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,13,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01133,Q15375
